0.999832 0.0183483
1.91386 -0.387313
1.24875 -1.13407
0.250248 -1.07941
1.04141 -0.467801
0.151815 -0.0110439
-0.84692 -0.0613429
-0.755806 0.934498
0.168377 0.552548
-0.668337 0.00490848
-1.24296 -0.813507
-0.597848 -0.0494231
-0.698812 -1.04431
-1.569 -0.551591
-2.12226 -1.3846
-1.54676 -2.2024
-2.45052 -1.77438
-2.18838 -0.809347
-2.79662 -0.0155993
-3.53309 0.660875
-2.74359 1.27463
-2.14461 2.07539
-1.14462 2.0705
-1.48237 1.12926
-0.805813 1.86566
-0.553898 2.83341
-0.231879 1.88668
-1.00444 2.52162
-0.020979 2.34048
0.398239 1.43259
0.461476 0.434596
1.08365 1.21748
0.831312 0.249836
-0.168177 0.217871
-0.056996 1.21167
-0.489466 0.310023
-0.955653 -0.574663
0.0342126 -0.432658
1.01903 -0.606269
1.51687 -1.47354
0.643023 -0.987337
1.18176 -1.82981
1.42584 -2.79957
1.85713 -1.89735
2.33205 -1.01732
3.2415 -0.601503
3.57505 -1.54423
2.60644 -1.29564
2.35787 -0.327026
2.459 -1.3219
1.47098 -1.16759
2.46472 -1.27931
2.38211 -2.27589
1.58073 -2.87405
0.580732 -2.87602
0.787964 -3.85431
1.78675 -3.90367
2.23568 -3.0101
3.08887 -2.4885
2.72176 -3.41867
1.74417 -3.62919
1.72108 -2.62946
0.921353 -2.0291
1.77536 -2.54937
0.775391 -2.55762
1.49392 -1.86212
0.605586 -2.32132
1.58039 -2.09826
0.681013 -1.66109
0.403933 -0.700243
-0.0996754 0.163689
0.0658778 -0.822511
0.910873 -0.287737
0.203272 -0.994349
-0.702105 -1.41896
-1.18272 -2.29589
-1.80297 -1.51149
-2.28707 -0.636477
-2.08064 -1.61494
-3.04261 -1.88808
-2.04533 -1.81436
-3.04234 -1.73702
-2.90309 -2.72728
-2.64512 -3.69344
-3.6447 -3.72237
-3.01621 -4.50018
-2.77003 -3.53095
-3.00483 -4.503
-4.0017 -4.42394
-4.16354 -5.41076
-5.09125 -5.78405
-5.92082 -6.34246
-6.5425 -5.5592
-5.81135 -4.87699
-6.80324 -4.74988
-7.80137 -4.68886
-7.72296 -3.69194
-6.75746 -3.43153
-7.56231 -2.83805
-8.18038 -2.05193
-9.02064 -1.50974
-8.0716 -1.19458
-8.82722 -1.84958
-8.05293 -1.21675
-7.36739 -1.94478
-6.37058 -2.02461
-7.17728 -2.61557
-7.74283 -1.79086
-6.77394 -2.03833
-7.05077 -1.07741
-6.44516 -1.87317
-6.84116 -2.79142
-6.10596 -3.46928
-5.99171 -4.46273
-6.84854 -4.97834
-7.49743 -5.73922
-6.56506 -6.10072
-6.06577 -5.23428
-6.02978 -6.23363
-6.39271 -5.30182
-5.60868 -5.92254
-6.6019 -5.80629
-5.60246 -5.77276
-6.17247 -4.95112
-5.69437 -4.07281
-5.42481 -3.10982
-4.42833 -3.02598
-3.61727 -2.44103
-2.63138 -2.27364
-3.58716 -1.97955
-2.59168 -1.88451
-2.53526 -2.88291
-2.27425 -3.84825
-3.15819 -3.38065
-2.86494 -4.33668
-1.95511 -3.9217
-0.964135 -4.05575
-1.471 -4.91777
-2.40984 -5.26214
-2.90284 -4.39211
-2.15197 -5.05256
-2.78179 -5.8293
-3.23829 -6.71903
-3.08881 -7.7078
-4.05961 -7.46793
-3.71254 -8.40576
-4.11309 -9.32204
-5.05847 -9.64801
-5.92934 -9.15649
-6.8197 -8.70124
-7.70001 -9.17564
-6.86349 -9.72357
-6.26402 -8.92317
-6.41816 -7.93512
-5.62386 -8.54265
-5.36873 -7.57574
-5.26479 -8.57032
-4.61471 -9.33019
-3.86024 -9.98652
-3.2678 -9.1809
-2.72861 -8.33872
-3.44209 -9.03939
-2.64269 -9.64019
-2.91363 -10.6028
-1.91375 -10.5871
-1.51627 -9.66944
-2.23947 -8.9788
-1.59997 -9.74759
-2.54099 -9.40924
-2.78139 -8.43857
-3.76585 -8.26294
-4.13436 -9.19257
-3.16178 -8.96
-4.14362 -9.14968
-4.04944 -10.1452
-4.99077 -9.80775
-4.1589 -9.25276
-3.46968 -8.52822
-2.57656 -8.97804
-3.2651 -8.25284
